oui,companyName
00:80:CF,Embedded Performance Inc
00:50:C2:1B:6,"Dts, Inc"
40:8B:07,"Actiontec Electronics, Inc"
00:0F:A1,Gigabit Systems Inc
70:B3:D5:D7:2,OnYield Inc Ltd
E8:AC:AD,zte Corp
70:B3:D5:24:E,"Chengdu Cove Tech Co, Ltd"
00:0C:01,Abatron AG
4C:17:EB,Sagemcom Broadband Sas
8C:8A:BB,"Beijing Orient View Tech Co, Ltd"
00:50:C2:CC:5,Tecnovum AG
C4:95:4D:2,"ShenÂ ZhenÂ EuseÂ TechÂ Co, Ltd"
00:09:C8,Sinagawa Tsushin Keisou Service
00:0D:DD,Profilo Telra Elektronik Sanayi ve Ticaret. A.Åž
00:1D:D5,"Arris Group, Inc"
A0:C5:F2:1,Kns Group Llc (Yadro Co)
E8:78:29:4,annapurnalabs
00:D0:6D,"Acrison, Inc"
00:50:C2:DA:6,Manitowoc Ice
54:E6:3F,"ShenZhen LingKeWeiEr Tech Co, Ltd"
3C:FB:5C,"Fiberhome Telecommunication Tech Co, Ltd"
00:50:C2:7F:A,AutomationX GmbH
5C:0A:5B,"Samsung Electro Mechanics Co, Ltd"
34:E0:CF,zte Corp
70:B3:D5:6D:F,"Mango Dsp, Inc"
70:B3:D5:5D:4,Rch Italia SpA
00:07:F6,Qqest Software Systems
0:21:14,Hylab Tech Inc
84:D9:C8,"Unipattern Co,"
84:E0:F4:2,"Hangzhou Uni-Ubi Co, Ltd"
90:73:5A,"Motorola Mobility Llc, a Lenovo Co"
0:40:13,Ntt Data Comm. Systems Corp
00:03:FA,TiMetra Networks
70:B3:D5:D0:A,Private
0:02:12,SierraCom
00:21:F0,Ew3 Tech Llc
40:F3:85:5,Kato Engineering Inc
6C:94:F8,"Apple, Inc"
2C:6A:6F:2,"NanChang LangJie Tech Co, Ltd"
78:CA:83:C,"Elanview Tech Co, Ltd"
40:D8:55:EE:6,"Narinet, Inc"
70:B3:D5:08:6,Husty M.Styczen J.Hupert Sp.J.
B0:33:A6,Juniper Networks
00:A0:7D,"Seeq Tech, Inc"
00:06:FB,"Hitachi Printing Solutions, Ltd"
0:11:32,Synology Inc
00:1E:78,"Owitek Tech Ltd,"
70:B3:D5:B0:2,Nordic Automation Systems AS
00:5A:13,"Huawei Tech Co, Ltd"
74:1A:E0:7,BÃ„R Bahnsicherung AG
00:0A:D2,Jepico Corp
00:50:C2:4C:A,Yarg Biometrics Ltd
00:1A:93,Erco Leuchten GmbH
A8:9B:10,inMotion Ltd
30:60:23,"Arris Group, Inc"
DA:A1:19,"Google, Inc"
00:16:CA,Nortel Networks
0:21:26,"Shenzhen Torch Equipment Co, Ltd"
AC:50:36,Pi-Coral Inc
30:6F:07,Nations Tech Inc
D4:F5:47,"Google, Inc"
00:40:CA,"First Internat'L Computer, Inc"
0:42:52,Rlx Tech
00:0E:40,Nortel Networks
30:B9:B0,"Intracom Asia Co, Ltd"
18:41:FE,Digital 14
C8:9E:43,Netgear
0:09:08,VTech Tech Corp
00:22:A3,California Eastern Laboratories
70:B3:D5:33:4,Dokuen Co Ltd
70:B3:D5:F5:7,Aplex Tech Inc
E0:79:5E,"Wuxi Xiaohu Tech Co, Ltd"
64:F2:FB,"Hangzhou Ezviz Software Co, Ltd"
70:B3:D5:E1:1,Engage Tech
10:12:12,Vivo International Corp Pty Ltd
E4:95:6E:B,iConservo Inc
70:B3:D5:58:9,Cityntel OU
0C:B9:12,JM-Data GmbH
68:22:8E,Juniper Networks
00:08:FE,"Unik C&C Co, Ltd"
00:0D:CE,Dynavac Tech Pte Ltd
60:B1:85,Ath system
00:0D:12,Axell Corp
00:0F:03,"Com&C Co, Ltd"
00:21:F4,"INRange Systems, Inc"
8C:F9:C9,"Mesada Tech Co, Ltd"
E4:7E:66,"Huawei Tech Co, Ltd"
00:08:C7,Hewlett Packard
00:30:EA,TeraForce Tech Corp
00:04:B4,Ciac
DC:DC:E2,"Samsung Electronics Co, Ltd"
70:B3:D5:CE:F,Ellego Powertec Oy
50:2F:9B,Intel Corp
5C:F2:86:9,"Shenzhen Vst Automotive Electronics Co, Ltd"
CC:90:E8,"Shenzhen Youhua Tech Co, Ltd"
3C:8D:20,"Google, Inc"
00:50:C2:61:4,Proserv
00:1F:81,Accel Semiconductor Corp
00:1F:D5,Microrisc s.r.o.
E8:9A:8F,Quanta Computer Inc
C0:F1:C4,Pacidal Corp Ltd
00:02:4E,Datacard Group
00:0D:34,"Shell International Exploration and Production, Inc"
00:13:5D,"Nttpc Communications, Inc"
48:98:CA,"SichuanÂ AI-LinkÂ TechÂ Co,Â Ltd"
38:45:54,Harman/Becker Automotive Systems GmbH
24:61:5A,"China Mobile Group Device Co, Ltd"
70:B3:D5:F9:C,SureFlap Ltd
9C:43:1E,Ieee Registration Authority
70:B3:D5:89:7,Efg CZ spol. s r.o.
E4:D1:24,"Mojo Networks, Inc"
00:E0:83,"Jato Tech, Inc"
00:11:B9,Inner Range Pty. Ltd
00:24:5A,Nanjing Panda Electronics Co Ltd
00:00:B2,"Televideo Systems, Inc"
7C:25:86,Juniper Networks
CC:6D:EF,Tjk Tietolaite Oy
0C:49:33,"Sichuan Jiuzhou Electronic Tech Co, Ltd"
C0:D3:91:7,"ALNETz Co, Ltd"
00:50:C2:80:1,Janus srl
8C:07:8C,Flow Data Inc
00:0A:E9,AirVast Tech Inc
00:0C:9C,Chongho information & communications
00:13:CE,Intel Corp
38:F3:3F,Tatsuno Corp
54:E1:40,Ingenico
70:B3:D5:07:2,Lightdrop
00:00:F4,"Allied Telesis, Inc"
B8:FF:6F,Shanghai Typrotech Tech CoLtd
40:D8:55:11:C,Deuta Werke GmbH
70:B3:D5:B5:5,Ctag - Esg36871424
84:79:33,profichip GmbH
70:B3:D5:A3:A,"Epsoft Co, Ltd"
B8:29:F7,Blaster Tech
A8:60:B6,"Apple, Inc"
20:4C:03,"Aruba, a Hewlett Packard Enterprise Co"
38:B1:9E:6,Thrust Networks
8C:5A:F8,"Beijing Xiaomi Electronics Co, Ltd"
44:D5:F2:0,Tiba Research & Development (1986) Ltd
70:B3:D5:15:7,Shanghai Jupper Tech CoLtd
94:8E:D3,Arista Networks
00:10:7C,"P-Com, Inc"
D8:65:95,Toy's Myth Inc
50:FF:99:3,Yongjing Shanghai Electronic Science and Tech
34:29:8F:5,Highlite International B.V.
70:B3:D5:F4:1,Duevi Srl
00:04:AB,Mavenir Inc
00:24:DF,Digitalbox Europe GmbH
00:50:C2:C6:F,Msb Elektronik und Geraetebau GmbH
50:63:13,"Hon Hai Precision Ind. Co, Ltd"
6C:A9:6F,TransPacket AS
10:63:C8,Liteon Tech Corp
88:A3:CC,Amatis Controls
78:FE:41,Socus networks
70:B3:D5:06:6,"North Pole Engineering, Inc"
84:37:D5,"Samsung Electronics Co, Ltd"
00:80:7C,"Fibercom, Inc"
00:0D:9D,Hewlett Packard
00:50:C2:BD:E,Evo-Teh d.o.o.
28:C6:3F,Intel Corp
40:F3:85:9,Fast Precision Tech Co Ltd
0.787060185185185,"Fiberhome Telecommunication Tech Co, Ltd"
28:B7:7C:D,Enedo Finland Oy
18:FD:CB:2,Cabtronix AG
0:09:37,Inventec Appliance Corp
2C:72:C3,Soundmatters
70:B3:D5:D4:6,Contineo s.r.o.
00:1B:39,Proxicast
2C:5A:05,Nokia Corp
00:0B:20,Hirata Corp
00:50:C2:3B:C,"Tyzx, Inc"
0:18:15,"GZ Tech, Inc"
00:0A:97,"SONICblue, Inc"
00:16:C6,North Atlantic Industries
B0:90:D4,"Shenzhen Hoin Internet Tech Co, Ltd"
FC:E6:6A,Industrial Software Co
84:57:33,Microsoft Corp
00:04:5B,"Techsan Electronics Co, Ltd"
00:04:6C,"Cyber Tech Co, Ltd"
00:07:1B,Cdvi Americas Ltd
70:B3:D5:0F:D,Jsc Ural Factories
00:50:C2:CA:7,Thermo Fisher Scientific
C8:D1:5E,"Huawei Tech Co, Ltd"
70:B3:D5:D2:6,MI Inc
30:55:ED,Trex Network Llc
90:3E:AB,"Arris Group, Inc"
0.021921296296296,"Cisco Systems, Inc"
08:00:6B,Accel Tech Inc
E8:E5:D6,"Samsung Electronics Co, Ltd"
00:50:C2:54:F,Valtronic SA
00:19:B3,Stanford Research Systems
A8:FC:B7,Consolidated Resource Imaging
00:40:B8,Idea Associates
00:04:3F,"ESTeem Wireless Modems, Inc"
00:50:C2:12:D,"Megisto Systems, Inc"
70:E5:6E,Texas Instruments
00:90:F9,Imagine Communications
00:24:CD,"Willow Garage, Inc"
70:B3:D5:80:A,Sensing Labs
00:50:C2:9D:3,Telemetrie Elektronik GmbH
1C:69:A5,BlackBerry Rts
78:59:68,"Hon Hai Precision Ind. Co, Ltd"
40:D8:55:17:1,Sicon srl
70:B3:D5:BA:9,Alma
00:30:C9,"LuxN, N"
00:06:C3,Schindler Elevator Ltd
00:50:C2:11:F,Css Industrie Computer GmbH
70:B3:D5:65:F,Axnes AS
70:B3:D5:2A:F,Enlaps
48:7D:2E,"TP-Link Tech Co, Ltd"
18:56:C3,"Apple, Inc"
00:40:5B,Funasset Ltd
00:01:D6,manroland AG
00:50:C2:ED:2,Klangspektrum GmbH
00:50:C2:EC:6,Infronics Systems Ltd
D0:D9:4F:8,Apption Labs Ltd
10:62:D0,Technicolor CH Usa Inc
58:04:54,Icomm HK Ltd
00:30:9F,Amber Networks
0:17:03,"Mosdan Internation Co, Ltd"
00:25:5E,Shanghai Dare Tech Co Ltd
00:0B:61,Friedrich LÃ¼tze GmbH & Co KG
0C:B5:DE,Alcatel-Lucent
8C:0D:76,"Huawei Tech Co, Ltd"
A8:E8:24,Inim Electronics S.R.L.
74:8F:3C,"Apple, Inc"
00:60:0D,Digital Logic GmbH
00:30:A1,Webgate Inc
08:00:7B,"Sanyo Electric Co, Ltd"
B8:98:F7,"Gionee Communication Equipment Co, LtdShenZhen"
C8:3D:FC,AlphaTheta Corp
64:A6:8F,"Zhongshan Readboy Electronics Co, Ltd"
4C:65:A8:9,"Shenzhen Lisaier Tronics Co, Ltd"
20:39:56,Hmd Global Oy
00:50:4C,Galil Motion Control
00:50:C2:9B:F,2N Telekomunikace a.s.
80:9B:20,Intel Corp
00:50:C2:87:A,"Spectrum Management, LC"
00:23:1D,Deltacom Electronics Ltd
00:50:C2:9C:A,Esab-Atas GmbH
44:7E:95,"Alpha and Omega, Inc"
88:5F:E8:D,"zhejiang yuanwang communication technolgy Co, Ltd"
00:60:CD,"VideoServer, Inc"
00:50:C2:52:B,Sicon srl
00:16:D4,"Compal Communications, Inc"
44:03:77:B,"Hangzhou Asia Infrastructure Tech Co, Ltd"
D4:EC:0C,Harley-Davidson Motor Co
0.013506944444445,Metasystem SpA
00:50:C2:BA:D,Prediktor AS
00:50:C2:E3:4,Hgl Dynamics
0.401365740740741,"Shenzhen Strong Rising Electronics Co, Ltd DongGuan Subsidiary"
20:74:CF,"Shenzhen Voxtech Co, Ltd"
94:DC:4E,"Aev, spol. s r. o."
4C:80:BA,"Wuhan Tianyu Information Industry Co, Ltd"
00:60:4E,"Cycle Computer Corp, Inc"
00:50:C2:6B:C,Paraytec Ltd
00:1E:7D,"Samsung Electronics Co, Ltd"
74:C3:30,"Shenzhen Fast Tech Co, Ltd"
70:B3:D5:52:2,Syncopated Engineering Inc
48:18:FA,Nocsys
50:62:55:7,"Avtech Software, Inc"
00:1D:C3,"Rikor TV, Ltd"
00:1E:2F,DiMoto Pty Ltd
80:E4:DA:5,Cavalry Storage Inc
88:57:EE,Buffalo.Inc
70:B3:D5:15:4,"Walk Horizon Tech (Beijing) Co, Ltd"
F4:90:CB:D,Simavita (Aust) Pty Ltd
00:C0:74,Toyoda Automatic Loom
00:30:DE,Wago Kontakttechnik GmbH
00:50:C2:42:4,Metrolab Tech SA
30:B5:C2,"TP-Link Tech Co, Ltd"
2C:A1:7D,"Arris Group, Inc"
54:15:89,Mcs Logic Inc
0:30:39,Softbook Press
38:E9:8C,Reco S.p.A.
00:50:C2:E8:2,Xplore Tech Corp
D4:6F:42,Waxess Usa Inc
40:D8:55:14:5,Weber Marking Systems GmbH
E4:1E:0A:4,Xpr Group
0.028865740740741,"Shographics, Inc"
00:40:A0,"Goldstar Co, Ltd"
80:14:40,Sunlit System Tech Corp
94:24:E1,Alcatel-Lucent Enterprise
80:07:1B,"Vsolution Telecommunication Tech Co, Ltd"
00:40:D8,Ocean Office Automation Ltd
00:10:5B,Net Insight AB
34:E7:0B,"Han Networks Co, Ltd"
70:B3:D5:AA:1,"Shenzhen Weema TV Tech Co, Ltd"
70:B3:D5:A2:2,eSys Solutions Sweden AB
8C:F6:81,Silicon Laboratories
0.021574074074074,"Adlink Tech, Inc"
00:18:6B,"Sambu Communics Co, Ltd"
30:4E:C3,"Tianjin Techua Tech Co, Ltd"
40:48:FD:2,"Mithras Tech Co, Ltd"
0.056018518518519,John Fluke Manufacturing Co
C8:9C:DC,"Elitegroup Computer Systems Co, Ltd"
84:28:5A,Saffron Solutions Inc
00:25:8D,Haier
30:F4:2F,Esp
38:73:EA:B,"Shanghai ZoomSmart Tech Co, Ltd"
50:AD:71,Tessolve Semiconductor Private Ltd
00:09:FE,"Daisy Tech, Inc"
00:1B:01,Applied Radio Tech
00:50:C2:A4:1,Meiryo Denshi Corp
00:80:3B,"Apt Communications, Inc"
70:B3:D5:CD:5,Apantac Llc
00:50:C2:AF:C,Odus Tech SA
B8:EE:65,Liteon Tech Corp
44:B4:33,"tide.Co, Ltd"
E4:92:2A,Dbg Holdings Ltd
B4:05:5D,"Inspur Electronic Information Industry Co, Ltd"
00:80:F4,Telemecanique Electrique
00:D0:27,"Applied Automation, Inc"
00:24:5F,"Vine Telecom Co, Ltd"
A8:8E:24,"Apple, Inc"
70:B3:D5:75:5,"LandmarkTech Systems Tech Co, Ltd"
48:4E:FC,"Arris Group, Inc"
00:50:C2:0A:1,"Visable Genetics, Inc"
0:19:41,"Pitney Bowes, Inc"
40:01:C6,3com Europe Ltd
70:B3:D5:00:B,Axing AG
18:74:E2,Ieee Registration Authority
00:20:F3,Raynet Corp
00:50:C2:6C:7,QuickCircuit Ltd
00:24:C1,"Arris Group, Inc"
00:50:C2:E2:6,Cinetix s.r.l.
F4:15:35,"Spon Communication Tech Co, Ltd"
70:B3:D5:45:7,Vivaldi Clima Srl
4C:93:A6:A,"Hanwang Tech Co, Ltd"
50:C6:8E,Biwin Semiconductor (HK) Co Limted
00:50:C2:12:B,"Dong A Eltek Co, Ltd"
00:0E:5D,Triple Play Tech A/S
00:50:C2:C3:C,Elsist S.r.l.
00:00:D3,Wang Laboratories Inc
00:1C:8E,Alcatel-Lucent Ipd
AC:43:30,Versa Networks
78:A0:51,iiNet Labs Pty Ltd
40:D8:55:0B:7,Acd Elektronik GmbH
70:B3:D5:2D:5,Teuco Guzzini
E4:F0:04,Dell Inc
0.334085648148148,Genrad Inc
00:04:5D,Beka Elektronik
0:27:08,Nordiag Asa
00:50:C2:EE:8,"Kamacho Scale Co, Ltd"
48:D7:05,"Apple, Inc"
E0:48:AF,Premietech Ltd
50:AF:4D,zte Corp
64:DF:10,JingLue Semiconductor(SH) Ltd
00:50:C2:2C:B,Facts Engineering Llc
00:19:A3,asteel electronique atlantique
34:DF:2A,"Fujikon Industrial Co, Ltd"
2C:EA:7F,Dell Inc
1C:34:77,Innovation Wireless
FC:DB:96,"Enervalley Co, Ltd"
BC:FE:D9,"Apple, Inc"
00:50:C2:63:8,Hungarocom Telecommunication Ltd
00:1E:8B,"Infra Access Korea Co, Ltd"
00:50:C2:C6:D,"Deansoft Co, Ltd"
00:01:2D,Komodo Tech
94:F6:D6,"Apple, Inc"
00:50:C2:66:0,Izisoft
CC:D3:9D:0,"Inx Co, Ltd"
00:A0:D6,"Sbe, Inc"
00:01:9B,"Kyoto Microcomputer Co, Ltd"
00:09:A7,Bang & Olufsen A/S
BC:3F:4E,Teleepoch Ltd
7C:BC:84:D,Vantage Integrated Security Solutions Pvt Ltd
18:3D:5E,"Huawei Tech Co, Ltd"
70:B3:D5:45:2,Italiana Ponti Radio Srl
00:23:7D,Hewlett Packard
B4:B3:62,zte Corp
C4:FF:BC,Ieee Registration Authority
94:9C:55,Alta Data Tech
3C:4A:92,Hewlett Packard
94:F6:A3,"Apple, Inc"
00:50:C2:0B:D,Tattile
00:0A:5C,Carel s.p.a.
00:1C:17,Nortel Networks
00:46:4B,"Huawei Tech Co, Ltd"
A8:3F:A1:B,Exel s.r.l. unipersonale
E0:C3:77,"Samsung Electronics Co, Ltd"
34:08:BC,"Apple, Inc"
9C:DB:07,Thum+Mahr GmbH
00:50:C2:9F:6,Ion Sense Inc
AC:67:6F,Electrocompaniet A.S.
38:3A:21:6,"Shenzhen Smart-core Tech Co, Ltd"
00:1E:FA,Protei Ltd
8C:27:8A,Vocollect Inc
F8:B5:68:7,"CloudMinds (Shenzhen) Holdings Co, Ltd"
00:1D:ED,"Grid Net, Inc"
70:B3:D5:CF:4,"Harbin Cheng Tian Tech Development Co, Ltd"
70:B3:D5:37:1,Bederov GmbH
00:13:C7,"Ionos Co, Ltd"
0:26:04,Audio Processing Tech Ltd
3C:55:76,Cloud Network Tech Singapore Pte. Ltd
5C:85:7E:A,"Zhejiang Jetron Ark Digital Tech Co, Ltd"
0.003148148148148,"Hyundai Teletek Co, Ltd"
00:05:A4,Lucid Voice Ltd
DC:54:D7,Amazon Tech Inc
30:E3:D6,Spotify Usa Inc
00:23:EF,Zuend Systemtechnik AG
B8:86:87,Liteon Tech Corp
64:35:1C,e-Con Systems India Pvt Ltd
AA:34:D4,Cdvi Wireless SpA
70:B3:D5:4D:0,Codewerk GmbH
00:50:C2:D3:E,Synatec Electronic GmbH
A4:9A:58,"Samsung Electronics Co, Ltd"
D8:86:0B:6,Scanmatik
00:50:C2:64:E,Northern Power
00:50:C2:DC:3,Zed Ziegler Electronic Devices GmbH
EC:26:CA,"TP-Link Tech Co, Ltd"
00:50:C2:8C:9,A+S Aktuatorik und Sensorik GmbH
80:65:E9,BenQ Corp
0C:F3:EE,EM Microelectronic
14:14:4B,"Ruijie Networks Co, Ltd"
24:D3:F2,zte Corp
00:0D:EE,Andrew RF Power Amplifier Group
00:15:A7,Robatech AG
00:50:C2:65:7,Monytel S.A.
B4:79:C8,Ruckus Wireless
70:B3:D5:73:6,Jabil
00:10:4B,3com
74:E0:6E,Ergophone GmbH
70:B3:D5:D9:0,Aplex Tech Inc
0:05:03,Iconag
70:48:F7,"Nintendo Co, Ltd"
F8:7F:A5,Greatek
0.011273148148148,Horizon Semiconductors Ltd
00:1E:FC,"Jsc ""Massa-K"""
5C:C1:D7,"Samsung Electronics Co, Ltd"
30:D6:59,Merging Tech SA
E8:95:26,"Luxshare Precision Industry Co, Ltd"
00:10:B5,Accton Tech Corp
B8:C6:8E,"Samsung Electronics Co, Ltd"
40:D8:55:06:1,"Cominfo, Inc"
84:E6:29,Bluwan SA
70:40:FF,"Huawei Device Co, Ltd"
00:04:A8,"Broadmax Tech, Inc"
0.797118055555556,Komeg Industrielle Messtechnik GmbH
AC:D9:D6,tci GmbH
70:B3:D5:78:0,Nidec Leroy-Somer
70:B3:D5:48:1,Step sarl
B8:A3:77,"Cisco Systems, Inc"
10:EE:D9,Canoga Perkins Corp
2C:55:3C,"Gainspeed, Inc"
D0:5A:F1,"Shenzhen Pulier Tech Co, Ltd"
E8:E7:70,"Warp9 Tech Design, Inc"
F8:18:97,2Wire Inc
A4:53:EE:3,Larva.io OÃœ
0.007962962962963,American Networks Inc
00:1C:0C,Tanita Corp
00:50:C2:75:0,Brightlights Intellectual Property Ltd
70:B3:D5:06:1,IntelliDesign Pty Ltd
0.017465277777778,Fasttel - Smart Doorphones
A4:BE:61,"EutroVision System, Inc"
E8:B7:48,"Cisco Systems, Inc"
74:EC:B2,Amazon Tech Inc
00:30:A6,"Vianet Tech, Ltd"
AC:A2:2C,Baycity Tech Ltd
18:9B:A5:0,Dectris Ltd
00:C0:14,"Telematics Calabasas Int'L, Inc"
10:77:B0,"Fiberhome Telecommunication Tech Co, Ltd"
00:90:E8,"Moxa Tech Corp, Ltd"
20:37:06,"Cisco Systems, Inc"
C0:51:7E,"Hangzhou Hikvision Digital Tech Co, Ltd"
E0:37:BF,Wistron Neweb Corp
00:03:8D,"Pcs Revenue Control Systems, Inc"
00:16:C9,"Nat Seattle, Inc"
00:1B:ED,Brocade Communications Systems Llc
00:16:2E,"Space Shuttle Hi-Tech Co, Ltd"
C0:53:36,Beijing National Railway Research & Design Institute of Signal & Communication Group Co.Ltd
98:01:A7,"Apple, Inc"
70:B3:D5:77:6,Power Ltd
70:B3:D5:16:9,Service Plus Llc
0:26:46,Shenyang Tongfang Multimedia Tech Co Ltd
2C:1F:23,"Apple, Inc"
F4:EF:9E,Sgsg Science & Tech Co Ltd
64:16:8D,"Cisco Systems, Inc"
00:50:C2:BA:2,Logical Tools s.r.l.
48:2C:EA,Motorola Inc Business Light Radios
0C:F0:B4,Globalsat International Tech Ltd
C8:02:58,Itw Gse ApS
00:0C:1A,Quest Technical Solutions Inc
0:17:30,Automation Electronics
00:21:8E,"Mekics Co, Ltd"
98:34:9D,Krauss Maffei Tech GmbH
E4:7B:3F,Beijing Co-Cloud Tech Ltd
A0:22:4E:6,"Mesit asd, s.r.o."
38:18:4C,Sony Home Entertainment&Sound Products Inc
60:15:92:E,annapurnalabs
00:0C:A6,Mintera Corp
70:B3:D5:6B:5,Art Spa
00:D0:D2,Epilog Corp
7C:9A:54,Technicolor CH Usa Inc
64:E1:72,"Shenzhen Qihoo Intelligent Tech Co, Ltd"
28:24:FF,Wistron Neweb Corp
18:92:A4,Ciena Corp
00:50:C2:2E:1,Access IS
70:B3:D5:4D:E,"Oso Tech, Inc"
24:5E:BE,"Qnap Systems, Inc"
E4:77:D4,"Minrray Industry Co, Ltd"
A4:C1:38,Telink Semiconductor (Taipei) Co Ltd
70:B3:D5:4C:7,Solveris sp. z o.o.
C4:8A:5A,Jfcontrol
00:E0:3D,Focon Electronic Systems A/S
00:90:96,Askey Computer Corp
68:AA:D2,"Datecs Ltd,"
3C:94:D5,Juniper Networks
B4:3A:28,"Samsung Electronics Co, Ltd"
5C:6B:4F,Hello Inc
C0:4B:13,"WonderSound Tech Co, Ltd"
00:80:3A,"Varityper, Inc"
00:08:FD,"BlueKorea Co, Ltd"
00:50:C2:39:3,Sys Tec electronic GmbH
70:B3:D5:66:6,Aplex Tech Inc
00:01:9D,"E-Control Systems, Inc"
18:67:B0,"Samsung Electronics Co, Ltd"
2C:A3:0E,Power Dragon Development Ltd
58:E8:76:A,Shenzhen Digissin Tech
70:F8:E7:8,Eclipse Security
10:4E:89,Garmin International
48:DD:0C,eero Inc
00:50:C2:24:B,"Azimuth Systems, Inc"
00:50:C2:AD:E,Neoptix Inc
74:E1:4A:5,Utu Oy
00:50:C2:DB:6,Prosoft-Systems Ltd
00:1B:C5:02:3,Mago di Della Mora Walter
8C:BA:25,"Unionman Tech Co, Ltd"
00:50:C2:01:0,Moisture Systems
00:1C:1D,"Chenzhou Gospell Digital Tech Co, Ltd"
0:21:09,Nokia Danmark A/S
B8:F8:83,"TP-Link Tech Co, Ltd"
00:60:F3,"Performance Analysis Broadband, Spirent plc"
00:09:0A,"SnedFar Tech Co, Ltd"
64:DE:1C,Kingnetic Pte Ltd
00:07:6B,Stralfors AB
74:19:F8:0,Marmitek
24:A4:95,Thales Canada Inc
AC:20:3E,"Wuhan Tianyu Information Industry Co, Ltd"
8C:1F:64:4F:A,Sanskruti
70:B3:D5:38:3,Lpa Excil Electronics
00:0E:18,MyA Tech
20:B3:99,Enterasys
68:83:1A,Pandora Mobility Corp
B0:1F:81:8,Technion Oy
E4:85:01,Geberit International AG
00:60:DE,Kayser-Threde GmbH
00:01:B9,Skf (U.K.) Ltd
00:50:C2:21:2,4Links Ltd
6A:5C:35,SecrÃ©tariat gÃ©nÃ©ral de la dÃ©fense et de la sÃ©curitÃ© nationale
10:9D:7A,"Huawei Device Co, Ltd"
48:0F:CF,Hewlett Packard
70:B3:D5:E4:8,"T.D.I. Co, Ltd"
00:7C:2D,"Samsung Electronics Co, Ltd"
D4:AF:F7,Arista Networks
00:02:CB,TriState Ltd
00:D0:2F,Vlsi Tech Inc
50:61:D6,Indu-Sol GmbH
C8:2C:2B:8,"Verifone Systems (China),lnc."
00:E0:2D,"InnoMediaLogic, Inc"
00:0D:44,Audio BU - Logitech
78:19:F7,Juniper Networks
00:90:74,"Argon Networks, Inc"
0.007361111111111,Rdi
D8:1C:79,"Apple, Inc"
1C:D6:BD,"Leedarson Lighting Co, Ltd"
00:02:7E,"Cisco Systems, Inc"
00:18:A2,Xip Tech AB
EC:55:F9,"Hon Hai Precision Ind. Co, Ltd"
1C:7E:E5,D-Link International
40:D8:55:1D:4,Prisma Engineering srl
70:B3:D5:1C:5,Elsag
90:3D:BD,Secure Meters Ltd
8C:FE:57,"Apple, Inc"
00:50:C2:30:1,"Delphi Display Systems, Inc"
00:50:C2:76:1,Elbit Systems of America
40:EC:F8,Siemens AG
CC:4F:5C:2,MatchX GmbH
D8:80:83,Cloud Network Tech Singapore Pte. Ltd
10:C2:BA,"Utt Co, Ltd"
F8:91:73,Aedle Sas
48:27:59,Levven Electronics Ltd
F0:1D:2D,"Cisco Systems, Inc"
00:0A:8D,Eurotherm Ltd
00:50:C2:83:6,Dsp Design
2C:DD:0C,Discovergy GmbH
24:F6:03,"Huawei Tech Co, Ltd"
0:06:29,Ibm Corp
0:23:29,DDRdrive Llc
F4:3E:61,"Shenzhen Gongjin Electronics Co, LT"
70:B3:D5:09:D,PuS GmbH und Co KG
50:0B:91:7,"Shenzhen Xinfa Electronic Co, Ltd"
70:B3:D5:E1:8,"Plasmapp Co, Ltd"
E4:29:3D,"Shenzhen Sy-Fiber Optical Communication TechCo, Ltd"
00:0C:FE,"Grand Electronic Co, Ltd"
00:21:0D,Samsin Innotec
7C:08:D9,Shanghai B-Star Tech Co
70:B3:D5:FB:4,Array Tech Inc
00:50:C2:DF:7,Combilent
94:C0:14,"Sorter Sp. j. Konrad Grzeszczyk MichaA, Ziomek"
70:B3:D5:E4:5,Momentum Data Systems
AC:37:28,Taicang T&W Electronics
98:AD:1D,"Huawei Device Co, Ltd"
00:01:8B,"NetLinks Co, Ltd"
0:50:43,"Marvell Semiconductor, Inc"
2C:5F:F3,Pertronic Industries
10:32:7E,"Huawei Device Co, Ltd"
00:02:AC,3par data
00:1F:A4,"Shenzhen Gongjin Electronics Co, LT"
E4:1E:0A,Ieee Registration Authority
90:27:E4,"Apple, Inc"
64:E8:4F,Serialway Communication Tech Co Ltd
EC:6F:0B,"Fadu, Inc"
70:B3:D5:E8:D,Natav Services Ltd
70:B3:D5:20:6,ard sa
00:50:C2:10:4,Adescom Inc
0:16:39,"Ubiquam Co, Ltd"
00:50:C2:5C:5,"Radiant Imaging, Inc"
C8:17:39,Itel Mobile Ltd
BC:FA:B8,Guangzhou Shiyuan Electronic Tech Co Ltd
00:0B:85,"Cisco Systems, Inc"
F0:27:65,"Murata Manufacturing Co, Ltd"
6C:E8:C6,Earda Tech Co Ltd
A4:97:B1,"Chongqing Fugui Electronics Co, Ltd"
AC:7B:A1,Intel Corp
B4:39:34,"Pen Generations, Inc"
F4:E5:78,Llc Proizvodstvennaya Kompania TransService
00:E0:8B,QLogic Corp
F4:76:26,Viltechmeda Uab
B0:8E:1A,"URadio Systems Co, Ltd"
28:97:B8,myenergi Ltd
A8:D0:E3,Systech Electronics Ltd
C0:BD:C8,"Samsung Electronics Co, Ltd"
58:AE:F1,"Fiberhome Telecommunication Tech Co, Ltd"
00:50:C2:67:3,Ferrari electronic AG
88:C9:D0,LG Electronics (Mobile Communications)
28:76:10,IgniteNet
